loss	type	model	filtering	set
0.816143498	training	model_bal_0	10	codacore
0.816143498	training	model_bal_0	10	codacore
0.816143498	training	model_bal_0	10	codacore
0.816143498	training	model_bal_0	10	codacore
0.816143498	training	model_bal_0	10	codacore
0.799005654	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.799005654	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.799005654	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.799005654	training	model_bal_1	10	codacore
0.811639696	training	model_bal_1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.788485222	test	pred_bal_0_lr1	10	codacore
0.784482759	test	pred_bal_0	10	codacore
0.789408867	test	pred_bal_0	10	codacore
0.800800493	test	pred_bal_0	10	codacore
0.78479064	test	pred_bal_0	10	codacore
0.780172414	test	pred_bal_0	10	codacore
0.793719212	test	pred_bal_0	10	codacore
0.788485222	test	pred_bal_0	10	codacore
0.794027094	test	pred_bal_0	10	codacore
0.778633005	test	pred_bal_0	10	codacore
0.785714286	test	pred_bal_0	10	codacore
0.780788177	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.780788177	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.780788177	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.780788177	test	pred_bal_1_lr1	10	codacore
0.784174877	test	pred_bal_1_lr1	10	codacore
0.780788177	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.780788177	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.780788177	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.780788177	test	pred_bal_1	10	codacore
0.784174877	test	pred_bal_1	10	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.773913043	training	model_bal_0	50	codacore
0.762078378	training	model_bal_1	50	codacore
0.749249366	training	model_bal_1	50	codacore
0.762078378	training	model_bal_1	50	codacore
0.745427959	training	model_bal_1	50	codacore
0.768746344	training	model_bal_1	50	codacore
0.768746344	training	model_bal_1	50	codacore
0.749249366	training	model_bal_1	50	codacore
0.768746344	training	model_bal_1	50	codacore
0.756599727	training	model_bal_1	50	codacore
0.745427959	training	model_bal_1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.739839901	test	pred_bal_0_lr1	50	codacore
0.756773399	test	pred_bal_0	50	codacore
0.745073892	test	pred_bal_0	50	codacore
0.749384236	test	pred_bal_0	50	codacore
0.747844828	test	pred_bal_0	50	codacore
0.739839901	test	pred_bal_0	50	codacore
0.739839901	test	pred_bal_0	50	codacore
0.739839901	test	pred_bal_0	50	codacore
0.739839901	test	pred_bal_0	50	codacore
0.743534483	test	pred_bal_0	50	codacore
0.759544335	test	pred_bal_0	50	codacore
0.746921182	test	pred_bal_1_lr1	50	codacore
0.735529557	test	pred_bal_1_lr1	50	codacore
0.746921182	test	pred_bal_1_lr1	50	codacore
0.71182266	test	pred_bal_1_lr1	50	codacore
0.737068966	test	pred_bal_1_lr1	50	codacore
0.737068966	test	pred_bal_1_lr1	50	codacore
0.735529557	test	pred_bal_1_lr1	50	codacore
0.737068966	test	pred_bal_1_lr1	50	codacore
0.7466133	test	pred_bal_1_lr1	50	codacore
0.71182266	test	pred_bal_1_lr1	50	codacore
0.746921182	test	pred_bal_1	50	codacore
0.735529557	test	pred_bal_1	50	codacore
0.746921182	test	pred_bal_1	50	codacore
0.731527094	test	pred_bal_1	50	codacore
0.737068966	test	pred_bal_1	50	codacore
0.737068966	test	pred_bal_1	50	codacore
0.733682266	test	pred_bal_1	50	codacore
0.737068966	test	pred_bal_1	50	codacore
0.7466133	test	pred_bal_1	50	codacore
0.74476601	test	pred_bal_1	50	codacore
